,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
136,136,136,136,8,13,1,5,0.8924757986468201,7,9,10,11,0.4173471600458238,9,16,14,7,-2.272115996873288,1,7,13,2,0.8404298717993266,3,9,13,14,-0.5423076196359213,1,7,10,12,0.3673061668837649,9,14,15,16,-2.517796256958868,10,13,15,16,0.1462717973427387,1,12,15,16,-0.5289904868352375,7,11,14,15,0.6480994192228533,15,10,1,16,0.058845639848550735
137,137,137,137,2,14,15,8,0.4891952562930077,7,10,14,15,0.2493759830226674,1,4,10,15,0.4347978147260926,7,8,10,11,0.8816144657830502,9,13,15,12,-0.268505526660926,7,15,3,4,0.6648015113473813,1,14,13,10,0.1587815007476019,7,9,10,14,-0.93664327798905,7,9,10,13,0.2654896901285877,1,10,13,15,0.8713575247985758,15,10,1,16,0.05599188710161851
138,138,138,138,4,14,3,6,-0.4464876629743481,3,9,13,14,-0.5462874494978105,3,11,16,10,0.2012871594858902,1,7,14,15,0.5423158628070133,7,10,1,11,0.8834840857681864,1,5,7,9,0.6699380512433045,7,10,14,15,0.2496453742536843,1,3,10,15,0.720655211801884,10,14,1,15,0.1368449996514938,10,11,13,15,0.9219154732854412,15,10,1,16,0.05610691917098398
139,139,139,139,7,8,10,12,0.4471518207833931,7,9,10,14,-0.9378385165649124,15,14,10,4,-0.5143861234500642,1,7,14,15,0.5411132629407263,7,13,16,10,0.1501073305810053,1,10,15,16,0.054445595731567,14,9,11,16,-2.171732091907157,1,9,10,14,-1.084117361687495,1,7,10,11,0.8836411704089439,10,13,16,1,0.1008373671677718,15,10,1,16,0.05444559573156704
140,140,140,140,5,7,10,13,0.8471259495146652,3,11,7,10,0.920130644554863,7,14,11,15,0.6513993304436073,4,7,10,6,0.195514286308071,1,7,9,10,0.2910132113051474,1,10,15,13,0.8746861216788453,1,7,15,16,0.4862412945629584,7,10,15,14,0.2571805540580603,1,9,10,14,-1.0719312225489,9,10,13,16,-1.1178481887840324,15,10,1,16,0.06405918836669444
141,141,141,141,7,13,15,16,0.5059035455369545,3,4,7,9,0.0824019540268496,1,11,13,16,0.5139736779933454,1,9,6,7,0.3856084051315183,7,10,15,14,0.2442359947005036,1,10,15,14,0.1309356311925577,1,7,9,10,0.2820318942911854,3,9,16,15,-0.8899885009594293,9,10,15,1,0.1962788888595109,1,7,13,15,0.9568646130646355,15,10,1,16,0.05004925272342875
142,142,142,142,1,3,15,16,0.231230790870851,1,3,15,7,0.8906526281665423,6,11,14,10,0.0755740501283952,1,15,9,16,-0.6998677470150227,1,10,11,7,0.882941735117348,1,14,13,6,0.2711262833717827,1,14,10,7,0.2170661972576868,7,10,14,16,-1.1713218130237104,1,15,3,14,0.3053793375371584,10,13,15,1,0.8687633159216046,15,10,1,16,0.04784026351756454
143,143,143,143,5,7,8,14,0.6467880268348911,1,7,6,8,0.9063271489804784,9,12,16,13,-2.0233737516977004,3,14,10,7,0.2239412612301083,7,15,3,9,0.4808779077757812,1,9,14,15,-0.5820563831515178,1,6,16,3,0.1543484051865871,1,10,13,14,0.1584804865075877,7,10,13,14,0.1992857530263798,7,15,8,10,0.9091285323299492,15,10,1,16,0.056679542339261646
144,144,144,144,11,13,6,14,0.3827144161185739,4,10,3,1,0.4039754623896611,13,4,7,14,0.0067561604542946,3,7,9,10,0.2646630966566073,10,13,16,15,0.1288987454576557,7,16,15,10,0.1639939254846208,1,9,10,16,-1.2100486488987032,1,14,13,15,0.4972214128127188,1,10,15,9,0.18756956737347,9,10,15,13,0.2595965486788913,15,10,1,16,0.04080960694018665
145,145,145,145,7,1,9,12,-0.2207490560668235,5,9,13,4,0.2120916303962465,1,6,16,9,-0.9108672604320234,3,9,10,15,0.0549935311011235,1,10,14,16,-1.3199509046231015,9,10,13,15,0.2758711557497915,3,10,14,15,-0.0030412540882531,11,13,14,15,0.613721142730987,1,7,14,15,0.5436253150303184,1,13,16,15,0.4555614525230144,15,10,1,16,0.05728655146006356
146,146,146,146,16,15,7,5,0.5838292482620366,1,8,16,11,0.5414075303778478,7,8,4,13,0.711391471421617,1,12,14,16,-2.273701615734653,7,9,12,13,-0.2551676804146643,7,14,1,2,0.4886782816569348,9,14,1,16,-2.507467950127632,7,16,14,3,-0.6937812488740731,10,11,14,15,0.2807768611999168,1,7,9,10,0.2731917111295125,15,10,1,16,0.038676345529790934
147,147,147,147,3,4,10,12,-0.3819108046793051,1,9,13,14,-0.5602044986433137,5,10,11,16,0.3469858089426052,1,7,13,14,0.4708488675443116,1,6,14,15,0.2176793237448995,1,7,9,15,0.579239523099989,9,15,16,10,-1.2449774763618762,14,15,16,13,-0.7343754170129246,1,10,15,16,0.0366306321488496,14,16,13,15,-0.7343754170129246,15,10,1,16,0.03663063214884965
148,148,148,148,2,3,4,7,0.7585110010683261,16,1,14,15,-0.8291157955956199,7,9,10,8,0.3657118170415477,10,13,14,3,0.1640800932728554,3,9,10,14,-1.1766596454802358,1,9,10,15,0.1864775709102192,1,10,3,9,0.1504448781084644,10,7,16,15,0.1631930361474483,7,10,14,9,-0.9570216675851873,7,14,16,9,-2.304182552853463,15,10,1,16,0.039734063525051155
149,149,149,149,1,7,10,14,0.2052623928154917,13,16,3,2,0.4648091177269613,7,9,14,16,-2.3138892263927766,1,15,2,3,0.8541640203421118,7,15,1,9,0.5785413944917116,1,10,13,15,0.8635684148196945,7,9,11,13,0.6028586552579174,1,9,10,15,0.1825786562853795,1,10,13,16,0.0833816774550255,9,10,13,14,-1.0689736118634694,15,10,1,16,0.035630286532532085
150,150,150,150,3,4,7,12,0.1621472419425029,1,3,11,14,0.5390718178976566,9,14,15,10,-1.12786063206042,7,6,15,10,0.6724343136634789,1,9,6,7,0.3748510237128379,14,15,10,3,-0.0280506132860276,1,10,13,16,0.0855235871878997,7,10,14,1,0.2071752753182802,1,3,10,13,0.8527142234527967,1,7,15,16,0.4671060676495401,15,10,1,16,0.037422347972278835
151,151,151,151,2,7,10,13,0.7869441716045406,10,9,8,12,-0.678882356152821,9,10,14,15,-1.1275824784031268,1,11,9,15,0.6100662481094172,11,13,14,9,-0.3716561693407316,3,7,9,14,-0.4982113258259244,1,9,10,15,0.1845038149768552,7,9,13,1,0.5276514546993735,1,7,10,15,0.8686042477310313,7,10,14,9,-0.9614153512273562,15,10,1,16,0.03759536430011601
152,152,152,152,2,3,6,14,0.3255691023292192,3,5,8,14,0.5965743715515119,9,13,15,11,0.6494542378329635,3,6,11,13,0.8534656482897639,1,7,14,16,-0.6690504842044511,1,15,11,7,0.980317610908524,1,8,11,13,0.9015944067274352,1,10,15,9,0.1832670215740801,7,9,14,15,-0.455846447427487,1,10,13,14,0.1423561428969407,15,10,1,16,0.0363210222092617
153,153,153,153,7,12,4,13,0.1583570293287881,13,14,15,11,0.6102640424896396,9,10,13,1,0.2235100752762986,14,15,7,11,0.6445592843124766,7,9,13,15,0.6048416412958082,1,9,15,16,-0.6928983097900219,10,13,14,15,0.2045712190503897,7,9,14,13,-0.4640694204641273,1,10,16,14,-1.3280803558916867,7,9,14,16,-2.284976219487672,15,10,1,16,0.05257627264148246
154,154,154,154,2,13,4,10,0.4792747787653253,3,7,11,12,0.7299654945026766,1,3,15,7,0.8953388674246199,1,13,16,4,-0.0909152995524504,1,13,15,16,0.4528572329875613,7,15,16,13,0.5088827457302567,1,7,9,10,0.2830791251239699,1,7,14,13,0.4812080879788465,11,14,15,1,0.5719438081200969,16,1,7,10,0.1538165946558756,15,10,1,16,0.05375390454051354
155,155,155,155,8,12,16,6,-0.5608181638936993,3,4,10,13,0.481158407746258,1,3,7,9,0.5529508267827992,1,3,10,14,0.089321878956934,3,9,10,14,-1.17949245406489,7,15,16,4,-0.0314706817758336,9,10,11,15,0.3408752150374453,7,9,15,12,-0.2268784539796691,1,7,13,15,0.9553958900442556,9,10,13,7,0.2525240407928242,15,10,1,16,0.03801985648774164
156,156,156,156,9,5,16,13,-0.4104185034473233,3,5,11,15,0.8990804706381619,4,3,12,14,-1.2253561857805022,10,9,13,14,-1.041420894803449,3,7,13,15,0.9314289557181372,1,9,10,14,-1.084988479455102,1,16,9,7,-0.5323636312329234,7,10,14,16,-1.164804669563396,1,7,10,13,0.7977729099929791,10,14,16,11,-1.0705463458532347,15,10,1,16,0.055017359085502315
157,157,157,157,3,1,6,10,0.6286217679982137,8,11,5,3,0.9389100094683328,7,16,15,9,-0.5267103415582928,1,3,7,9,0.5659547274729251,7,9,13,16,-0.5329974248699796,1,10,14,15,0.1363290888200126,9,13,14,15,-0.5018291633489256,3,7,13,14,0.5353207588931658,1,7,10,13,0.7966321599436162,3,10,15,16,-0.0883994565214165,15,10,1,16,0.05512709458685294
158,158,158,158,7,11,15,1,0.9806804598671118,1,4,7,3,0.7191331249380571,9,14,1,7,-0.4587384379578787,9,10,6,5,0.1585813594244046,13,16,7,10,0.1385923523091344,7,10,13,1,0.7955424750199445,15,7,9,10,0.2991883340376491,10,15,16,14,-1.366931095281748,10,14,7,1,0.2102365609687251,4,9,13,16,-1.391781453125711,15,10,1,16,0.04246304432693171
159,159,159,159,1,5,9,10,0.3421986816341128,7,9,15,13,0.5973760550609469,5,1,9,2,0.5524745279765427,9,16,13,14,-2.437462294324783,1,9,10,14,-1.1031353664545636,1,7,9,14,-0.4592861694412031,1,9,10,15,0.1891825411736727,1,10,13,15,0.8662462509984036,7,14,1,15,0.5326504177029696,7,9,13,14,-0.4756507229531923,15,10,1,16,0.042317797584497274
160,160,160,160,10,11,1,4,0.5331327610543254,7,14,16,15,-0.6374473175314161,7,10,16,9,-1.033150073323729,1,7,14,15,0.5436999886617361,1,7,13,10,0.7976121428968754,10,14,7,1,0.2209883313014974,10,14,15,16,-1.3421815323006432,10,14,7,1,0.2209883313014974,7,9,15,1,0.5939830103731958,7,16,9,11,-0.339410620939188,15,10,1,16,0.05751546126399654
161,161,161,161,7,8,9,10,0.3669558285111185,3,10,11,13,0.9099486718415558,7,10,13,16,0.1410845445929998,7,9,11,14,-0.2698669425087696,7,13,16,10,0.1410845445929998,1,7,11,12,0.7086578483725261,9,13,14,15,-0.5167254037322142,15,13,12,14,-0.3692319257916634,1,15,16,14,-0.8228177937086742,7,10,16,9,-1.0493636288414985,15,10,1,16,0.04433009239089536
162,162,162,162,1,7,9,2,0.5432388824146441,3,7,9,16,-0.5584559632703521,1,3,7,10,0.8656103850401111,4,10,14,3,-0.5431173644262186,9,10,13,3,0.2444623491843189,7,11,14,15,0.6482427179370577,15,14,3,5,0.4497135806851752,1,9,10,15,0.2051990275748934,10,14,15,13,0.2104333296697759,1,9,14,15,-0.5791127895169501,15,10,1,16,0.0586155924134113
163,163,163,163,3,15,8,5,0.8723948499136668,15,16,9,13,-0.6072180275757764,3,9,14,15,-0.7914465937891508,1,4,6,7,0.4663443065296068,7,9,15,1,0.5830167605223966,1,13,15,6,0.8281169946642402,7,10,9,16,-1.052782222856404,7,15,16,10,0.164992890249466,1,7,14,16,-0.662582854228297,10,15,7,16,0.164992890249466,15,10,1,16,0.04195789393880467
164,164,164,164,1,5,6,3,0.8719684623998736,9,10,7,3,0.2696220354257284,10,14,15,11,0.287259698440123,7,14,16,3,-0.6839095085843043,1,10,13,14,0.1500719056957609,14,9,1,7,-0.4544486691024063,9,10,13,7,0.2578755876479972,1,4,14,15,-0.0740376956889337,1,3,7,10,0.8605341783906861,7,9,14,15,-0.4432541200601732,15,10,1,16,0.045778844345489955
165,165,165,165,14,16,12,10,-2.9870035655071234,7,9,13,14,-0.4667111547174503,7,6,1,9,0.3845478993955787,1,7,14,12,-0.3144520550532195,1,9,10,14,-1.0934277681065545,15,16,13,4,-0.0479047453241161,10,13,14,16,-1.273382539920286,7,15,9,10,0.3048141443178866,1,7,10,16,0.1504228563787248,10,14,15,1,0.129538641079884,15,10,1,16,0.048347037492751266
166,166,166,166,6,9,16,7,-0.8075581040901167,16,15,10,13,0.1343779524561639,4,15,13,1,0.7355936498010698,1,10,15,2,0.8206503739315177,16,14,3,5,-0.6257482429804979,14,15,7,3,0.4274941160062934,10,15,13,12,0.3543418994666228,1,9,10,2,0.1956005562746121,7,9,10,14,-0.9498703545460558,1,7,9,14,-0.4538281728155175,15,10,1,16,0.046260689360097085
167,167,167,167,1,6,12,16,-0.7568967608190693,1,6,8,10,0.7771506193596769,7,9,10,13,0.264108948327357,5,7,3,1,0.9809522714596772,1,14,15,16,-0.8045403652264025,1,7,15,13,0.9575416088529028,7,10,15,9,0.3128818518739504,1,7,10,13,0.7965757573595558,10,14,15,9,-1.0956741858611343,1,10,14,15,0.1385222368010986,15,10,1,16,0.05727095926231407
168,168,168,168,7,11,12,16,-0.2217976793331062,9,13,3,10,0.2277404419583962,1,4,16,13,-0.102057156446131,1,7,10,15,0.8702917963557613,14,6,16,11,-0.8177347442323732,13,14,15,12,-0.3719315197451021,10,14,16,7,-1.1823658763209677,9,15,16,13,-0.6067132442305032,1,9,14,11,-0.3798998650090122,1,9,10,13,0.2157971289826367,15,10,1,16,0.04240397107464011
169,169,169,169,11,10,14,2,0.2690738860753456,8,12,13,14,-0.2727529608098995,1,3,10,11,0.8786931124474768,3,13,15,1,0.9121753375617546,1,14,10,16,-1.3427201262274109,10,13,14,9,-1.0605865687427896,9,14,15,6,-0.9166521168957832,10,14,1,15,0.1230122379277188,1,13,16,10,0.0879785649200319,1,4,9,10,-0.4583858431689636,15,10,1,16,0.04187272105772033
170,170,170,170,7,9,3,16,-0.5765338958048869,15,7,2,1,0.9413250713215524,7,14,11,8,0.6509565089182103,3,9,11,14,-0.4290026190845473,9,10,15,16,-1.2306946480655472,1,3,7,13,0.9529969333774876,10,13,14,15,0.1974874456360287,10,13,14,9,-1.054662115732656,7,9,10,13,0.2574158389154375,14,9,15,11,-0.3855721748194312,15,10,1,16,0.045475958230881464
171,171,171,171,3,4,9,15,-0.1531908222766937,5,8,9,15,0.6648820946332656,1,3,7,10,0.8609767978923595,10,13,1,15,0.8680218145781486,1,16,9,4,-1.462136297063224,1,7,14,9,-0.4541323040497123,7,10,13,15,0.8754549740968077,10,14,15,8,0.245819931620431,1,9,15,5,0.6146427752216611,1,10,15,16,0.0469019508687817,15,10,1,16,0.046901950868781794
172,172,172,172,4,7,9,10,-0.3399727361864266,3,11,13,14,0.5859991737036526,1,7,16,10,0.1477629099493869,3,4,16,13,-0.07336760410466,9,10,14,11,-0.8551226824213605,1,9,11,15,0.6159543338412373,1,7,9,10,0.2770583551172354,10,14,15,11,0.2876504920709006,1,7,13,9,0.5309098158050232,1,13,14,15,0.5010712325086222,15,10,1,16,0.04635457011417499
173,173,173,173,9,10,11,1,0.3507811520583217,14,15,12,1,-0.4266028225881619,9,16,3,8,-0.5590596069484994,7,10,3,5,0.9246232477155576,1,7,10,16,0.1568954006747537,7,12,13,6,0.4057923657507244,9,10,13,14,-1.0360090314882653,16,8,9,13,-0.4725591450948179,7,9,10,14,-0.93334954843429,7,15,1,13,0.9577523407654744,15,10,1,16,0.06023357123064044
174,174,174,174,2,9,16,15,-0.647444658029503,5,7,10,14,0.3592543794705016,1,9,10,7,0.2759911900301193,9,14,1,16,-2.4995189810885714,1,7,14,15,0.533705217884517,7,15,14,13,0.546861090953146,9,10,16,15,-1.2336362078018404,9,15,1,13,0.5543424583019512,13,10,1,15,0.866921610552267,1,9,13,15,0.5543424583019512,15,10,1,16,0.04367445091404221
175,175,175,175,3,10,2,1,0.813625576945451,7,16,10,14,-1.181369543213921,1,3,7,11,0.9776623713260942,10,14,16,7,-1.181369543213921,7,15,1,13,0.9558799469892172,14,7,9,10,-0.9552618427763512,1,7,9,14,-0.458264738710922,1,8,13,14,0.5199351629752346,1,13,16,14,-0.7538475132561704,4,7,9,16,-1.3030085476464226,15,10,1,16,0.04215653967806143
176,176,176,176,1,8,5,2,0.7463215468336409,7,3,1,15,0.8909842246567299,9,15,16,10,-1.2346494888746775,1,3,10,12,0.2537138100395115,1,14,16,3,-0.8566643847198783,7,13,14,15,0.5463139918477334,7,15,12,14,-0.3037549289351802,1,7,9,13,0.5303045527209795,1,13,7,15,0.9559274174243628,7,9,13,14,-0.4736137225350312,15,10,1,16,0.04307411073001388
177,177,177,177,5,8,14,7,0.6456749957312415,3,9,15,10,0.0410277299935946,13,14,1,15,0.5016309896586991,13,14,15,12,-0.3663463136362104,7,10,16,3,0.1478157760595441,1,9,16,10,-1.2023904901766982,14,7,9,4,-1.1991981449902125,1,10,16,15,0.0463391315580372,3,7,13,14,0.5291027094668634,1,7,10,14,0.2142325011257795,15,10,1,16,0.04633913155803726
178,178,178,178,3,7,16,9,-0.574237228865383,2,3,6,13,0.9235085122704196,3,7,14,1,0.514739758725405,7,16,12,10,-0.8845850896792928,1,9,16,7,-0.5409896647215571,13,15,1,9,0.5569301203116084,13,14,16,15,-0.7192458825853738,9,14,15,7,-0.4416513468397165,7,10,14,15,0.2415943161410083,1,7,9,15,0.5866903052396844,15,10,1,16,0.04725100569048579
179,179,179,179,6,11,12,14,-0.4687913146013502,10,14,15,9,-1.1076456941714228,7,14,16,1,-0.6537143424601355,7,9,16,12,-1.9116495303188152,3,7,12,15,0.5544511082519323,1,10,7,14,0.2162883406946029,7,13,1,10,0.7972230294435085,7,14,15,10,0.2443525368736554,7,9,10,14,-0.9451588849220828,7,9,10,14,-0.9451588849220828,15,10,1,16,0.05008401066014745
180,180,180,180,8,11,14,12,-0.1137569698819576,3,15,7,14,0.4467749374843638,3,10,15,16,-0.0762821926907351,7,9,10,14,-0.9273320547534905,1,3,15,12,0.4610475115717711,1,7,10,15,0.877893548023753,10,13,14,15,0.2162549441466547,1,7,9,15,0.5988242639269667,14,15,2,16,-0.7456857139285207,1,3,7,9,0.5729631612296993,15,10,1,16,0.06457970098317245
181,181,181,181,5,3,13,1,0.9893548915806648,5,6,7,9,0.530268329552807,3,6,15,10,0.4874586886699745,3,4,10,15,0.3250676771699945,3,9,14,16,-2.588654537522279,1,15,14,10,0.1306505571652605,10,14,11,9,-0.8509019167785472,9,16,10,7,-1.0436533462314066,1,4,7,16,-0.0470134736759397,1,7,9,16,-0.5387861505567195,15,10,1,16,0.049513955277436295
182,182,182,182,1,7,15,3,0.9010641710457196,6,9,11,16,-0.6678089108325604,13,16,15,4,-0.0280503988521325,1,12,3,7,0.645562173633336,3,14,15,7,0.448882478005196,1,13,14,15,0.5173646703412345,1,7,10,14,0.2276527402567053,1,9,10,15,0.2133979341754647,1,9,10,14,-1.0690557230248987,1,7,16,13,0.4455104391465636,15,10,1,16,0.06701434387227456
183,183,183,183,9,16,6,5,-0.6372454508311511,14,5,2,15,0.5607078644452993,3,14,7,10,0.2386378518387932,3,10,14,15,0.0170694779870019,10,14,13,5,0.3180857026397944,14,15,13,6,0.2971777095323769,7,14,9,5,-0.2324370071879509,7,10,13,14,0.2083321524838058,9,10,15,16,-1.188591251101287,7,9,10,14,-0.918207860315276,15,10,1,16,0.07140904087666322
184,184,184,184,1,2,3,14,0.4602195366510102,5,9,12,15,-0.1219126010179696,15,11,2,6,0.9333888403755252,7,10,15,16,0.1981488439112244,9,14,15,1,-0.5528412882536167,10,15,7,4,0.5281758342808409,1,5,7,9,0.6736760217704565,7,3,10,9,0.3004204105468848,7,10,13,16,0.1625726390203086,1,9,10,14,-1.0551329485575192,15,10,1,16,0.07746091669748956
185,185,185,185,4,2,14,15,0.0160002229977825,9,16,5,1,-0.4456680829171533,1,3,13,16,0.4455486990647004,1,9,10,14,-1.0696990539989528,7,14,15,16,-0.6256892930393327,1,10,13,16,0.1074186106404504,9,13,16,10,-1.1154006406765171,9,10,11,15,0.3658197513032524,1,7,9,10,0.2914190409433382,1,3,7,10,0.8684885105617606,15,10,1,16,0.06620504301790797
186,186,186,186,11,13,6,7,0.7909636347352965,11,13,7,15,0.9549879311049788,9,10,15,5,0.3818232373172474,1,9,15,6,0.3267948174277506,13,15,9,10,0.3016603036896073,10,14,15,5,0.3217186292344755,3,10,7,13,0.8804602119810981,9,13,14,4,-1.241836536392023,8,13,9,3,0.6416134379039958,7,10,13,15,0.8872963475586048,15,10,1,16,0.08420139136826421
187,187,187,187,4,14,16,2,-1.5156324571752195,1,7,15,6,0.8419744596929544,1,9,10,7,0.2906968073373687,1,10,15,7,0.8787385082328321,1,3,9,13,0.5459392478244068,1,15,16,9,-0.6726236367449667,1,10,14,15,0.1484382126605178,15,16,11,10,0.2317636305954815,1,10,14,15,0.1484382126605178,10,14,16,15,-1.32634842435758,15,10,1,16,0.06721818256260015
188,188,188,188,14,6,7,13,0.2926415985140898,1,6,9,11,0.4795133327025835,3,10,12,15,0.1756553175250431,1,16,10,5,0.222548312283208,1,10,13,16,0.1059160937392662,9,14,16,1,-2.460572758127851,7,9,10,14,-0.9252666400113674,7,10,13,16,0.1542125835962959,9,10,14,16,-3.207359960261229,14,15,16,7,-0.6254837103166877,15,10,1,16,0.06665366198560208
189,189,189,189,2,5,7,8,0.7302273075213302,3,16,6,10,-0.2196031855594558,7,13,15,11,0.9551863396103016,3,7,11,13,0.9556562006000268,1,14,15,16,-0.7904992400266686,1,15,16,9,-0.6725592043060524,3,7,9,13,0.5914762493131838,1,10,14,16,-1.308402589373415,1,7,10,14,0.2269661709092388,9,14,7,1,-0.432790098043887,15,10,1,16,0.06724620072462562
190,190,190,190,1,3,5,11,0.977068459777476,3,7,10,13,0.8739141980537564,7,15,4,16,-0.0027424588480335,4,7,10,11,0.5719893977049078,1,14,15,7,0.5497553964175839,1,10,15,14,0.1474636842938574,1,7,9,10,0.2897793509929216,1,7,10,11,0.8800293139607651,10,14,16,1,-1.3102921687811997,1,4,14,16,-1.5680206467213456,15,10,1,16,0.06624926709828438
191,191,191,191,14,15,11,2,0.5817997516057998,1,3,9,14,-0.6143296642974687,1,10,15,8,0.8614931706680347,5,9,10,15,0.3663658279928459,13,8,10,9,0.3261298139049253,1,7,10,15,0.8781727785204643,4,9,13,16,-1.3597443238725109,1,7,9,10,0.2892496454484983,1,7,9,14,-0.4352281621686578,9,3,10,14,-1.133153050399942,15,10,1,16,0.06555752091876466
192,192,192,192,7,11,15,3,0.9255075291065537,4,9,5,14,-1.0487376624156322,14,4,9,5,-1.0487376624156322,9,14,10,13,-1.0209044679094903,1,7,9,15,0.6032672971715993,1,15,16,10,0.0709694474842218,3,6,8,15,0.7963895676603496,10,14,9,6,-1.376676300205184,7,16,15,11,0.5998175773262501,9,10,15,7,0.3253993216670658,15,10,1,16,0.07096944748422185
193,193,193,193,5,15,14,1,0.5887017986601084,4,11,14,1,0.122066925883423,3,8,11,13,0.9750743111672642,9,10,1,15,0.2303015945315812,1,7,9,10,0.3009390933263465,15,11,1,3,0.8952501325573368,15,7,2,1,0.9332469748575692,1,7,10,13,0.797699886892058,10,13,15,16,0.170982094778433,7,9,13,15,0.6256578364702463,15,10,1,16,0.0840090909533282
194,194,194,194,3,6,8,13,0.9287256856730074,8,10,9,4,-0.2845150071354352,2,3,15,11,0.8910755739921679,13,15,16,10,0.1586732690321397,1,10,13,14,0.1674091748265231,10,14,1,4,-0.5064816316965579,1,3,16,15,0.2609959193746133,1,7,15,2,0.9363377710151946,3,9,14,15,-0.7389689626403817,1,7,9,15,0.6035143881164318,15,10,1,16,0.07136833896605999
195,195,195,195,15,16,1,14,-0.7601082167073314,9,14,11,10,-0.8029373477368258,9,11,7,10,0.4306881416715148,1,10,6,12,0.1032652215449215,10,11,16,15,0.2509789744834592,10,11,12,14,-0.6508279800644874,1,7,9,10,0.3044216102520698,9,10,13,15,0.305940898830821,1,7,10,14,0.2407023972781148,13,14,9,7,-0.42702429201828,15,10,1,16,0.0886163280698331
196,196,196,196,11,13,1,3,0.9847652391591778,5,8,10,14,0.3566785497552269,6,7,13,8,0.8473205352511861,7,14,15,4,0.0792971351068451,1,5,14,3,0.5640899602351251,1,7,9,16,-0.5117266908401483,9,10,15,7,0.3293787011520185,7,9,10,16,-1.0106670844976255,7,10,16,9,-1.0106670844976255,9,10,13,15,0.2930781987097424,15,10,1,16,0.07526503171994692
197,197,197,197,12,15,9,5,-0.1062396455979264,15,16,1,13,0.4808277674262814,1,11,14,7,0.6236256067890713,13,14,16,12,-2.1247208330446163,1,7,12,15,0.6804030249451123,1,15,16,5,0.5242901048984919,3,9,14,16,-2.4994051287732075,1,10,15,16,0.0910262751208149,14,5,7,3,0.6565465785873329,1,9,10,14,-1.03732931212878,15,10,1,16,0.09102627512081496
198,198,198,198,7,9,13,1,0.5507631364246705,1,15,9,14,-0.5332450487246314,9,3,15,14,-0.7041285198460501,1,13,14,15,0.5357824872562651,10,9,8,15,0.3414218496993723,1,10,14,16,-1.275448877109857,3,11,14,13,0.6186261312395258,10,7,14,9,-0.8929035680197994,7,9,14,16,-2.2190773262002423,1,10,15,9,0.2373877964046847,15,10,1,16,0.09132094639511235
199,199,199,199,4,5,8,10,0.5790159944583569,4,9,1,5,0.1825071070522846,4,10,14,15,-0.4895693729567896,1,3,16,13,0.4509538811005043,9,13,15,3,0.4889379279701904,7,14,15,3,0.4549631540304939,1,9,16,3,-0.7018272289713705,7,9,13,15,0.6187383470318877,1,7,13,9,0.5436901766412241,1,14,15,16,-0.7822781395410403,15,10,1,16,0.07312526781311335
200,200,200,200,9,15,16,10,-1.1611072375917386,14,7,13,11,0.5719155993312456,4,7,16,14,-1.3691949040463651,3,8,16,15,0.3781664446832968,7,15,1,11,0.9816881048071816,1,10,7,15,0.8854695076062943,10,15,7,14,0.2799609296709119,1,14,15,6,0.2778407197510746,1,10,14,7,0.2413884561462211,10,14,15,16,-1.2914772186370578,15,10,1,16,0.08820083920923993
201,201,201,201,8,3,4,16,-0.0099467927720571,14,16,3,6,-1.1120525306959608,3,7,13,4,0.7555132752062425,1,3,7,16,0.477440166851462,10,14,15,11,0.3117109001194366,1,7,14,16,-0.629886917492539,9,10,13,15,0.2905631531671535,1,7,10,16,0.1662374516672262,1,10,16,9,-1.167684831765181,1,9,15,8,0.5903364417454917,15,10,1,16,0.07295946927351515
202,202,202,202,14,3,8,7,0.6114463710497995,12,10,7,13,0.3481996779840725,7,9,13,8,0.5993482191012676,3,14,15,1,0.3324839100078544,7,14,15,13,0.5648637517966528,1,14,8,13,0.5273601318683995,13,15,9,1,0.5736961244779315,10,15,16,9,-1.1916506156110422,1,7,9,15,0.6022834946984357,1,7,9,13,0.5416926257116808,15,10,1,16,0.06965403635867429
203,203,203,203,5,12,16,13,-0.2620578393217734,7,9,15,14,-0.4120875285142888,1,3,10,11,0.8886091818838624,1,10,14,7,0.2291686500550673,10,12,1,2,0.2903180930850206,1,9,14,16,-2.454627105430376,7,14,15,3,0.4514812591986559,14,15,13,1,0.5190578580876725,7,11,15,1,0.9816756882899104,1,14,15,7,0.5521664986186567,15,10,1,16,0.06962100450972208
204,204,204,204,1,2,7,16,0.4245407113451764,8,9,10,13,0.3313596483291759,10,13,15,4,0.522219066747144,7,15,12,3,0.5748955869480892,16,8,7,2,0.4135932388376806,15,10,9,16,-1.1875621301974606,10,13,15,9,0.2898444921025958,13,14,16,3,-0.7155294039457303,9,10,14,16,-3.1950550059144174,1,7,14,9,-0.4266983706528238,15,10,1,16,0.07219816433849102
